Instance,Pred_class,class,Matches,x,y,Mix,Account_Balance,Duration_of_Credit,Payment_Status_of_Previous_Credit,Credit_Amount,Value_Savings,Length_emp,Installment,Duration_current_add,Age,class_new
620,0,0,Match,-0.409771851,0.431565953,"R2,R22,R56,R76,R105,R135,R179,R186,R217,R244",1,12,2,640,2,3,4,2,49,1
621,0,0,Match,0.302866989,-0.079556887,"R16,R27,R70,R82,R112,R147,R177,R192,R228,R241",3,21,1,3652,2,4,2,3,27,1
622,0,1,NonMatch,-0.356488732,0.533475287,"R2,R22,R57,R77,R105,R135,R175,R187,R217,R239",1,18,1,1530,2,3,3,2,32,2
623,0,1,NonMatch,-0.693651985,-0.050854174,"R4,R33,R58,R97,R109,R138,R179,R188,R210,R244",1,48,2,3914,1,3,4,2,38,2
624,0,0,Match,-0.038477933,-0.585701478,"R11,R27,R60,R78,R110,R147,R157,R191,R224,R250",2,12,2,1858,2,2,4,1,22,1
625,0,1,NonMatch,0.053757267,-0.501966729,"R20,R27,R60,R78,R112,R147,R179,R191,R229,R250",2,18,2,2600,2,3,4,4,65,2
626,0,0,Match,-0.055853816,0.510861248,"R2,R25,R65,R82,R105,R135,R181,R187,R210,R244",1,15,2,1979,1,5,4,2,35,1
627,0,0,Match,-0.400514354,-0.489516605,"R20,R26,R51,R78,R110,R142,R174,R191,R226,R249",4,6,2,2116,2,3,2,2,41,1
628,0,1,NonMatch,-0.413648184,-0.185622501,"R20,R47,R75,R89,R115,R144,R173,R195,R228,R252",3,9,3,1437,3,4,2,3,29,2
629,0,0,Match,0.551414286,0.461827552,"R4,R33,R57,R97,R108,R138,R179,R203,R220,R240",1,42,1,4042,4,3,4,4,36,1
630,0,0,Match,-0.001084055,0.619963734,"R2,R25,R65,R82,R104,R137,R169,R187,R210,R247",1,9,2,3832,1,5,1,4,64,1
631,0,0,Match,0.275318364,-0.398233988,"R20,R27,R51,R78,R113,R147,R177,R192,R228,R250",2,24,2,3660,2,3,2,4,28,1
632,1,1,Match,0.630967001,-0.236681143,"R20,R39,R60,R84,R112,R148,R179,R195,R228,R252",2,18,3,1553,2,3,4,3,44,2
633,0,0,Match,-0.033440883,-0.581726993,"R10,R27,R60,R78,R110,R147,R157,R191,R214,R250",3,15,2,1444,1,2,4,1,23,1
634,0,1,NonMatch,-0.725262775,0.225596575,"R1,R22,R50,R76,R104,R134,R159,R187,R216,R243",1,9,2,1980,2,2,2,2,19,2
635,0,1,NonMatch,0.008849137,-0.603089629,"R10,R27,R60,R78,R113,R147,R165,R191,R222,R250",3,24,2,1355,2,2,3,4,25,2
636,0,0,Match,-0.044065701,0.549270201,"R2,R25,R65,R82,R105,R137,R181,R187,R217,R247",1,12,2,1393,2,5,4,4,47,1
637,0,0,Match,-0.156928562,0.443801159,"R2,R25,R64,R82,R107,R135,R179,R187,R217,R244",1,24,2,1376,4,4,4,1,28,1
638,0,0,Match,0.543973094,0.554811149,"R4,R31,R65,R101,R123,R133,R160,R201,R221,R238",1,60,0,15653,2,4,2,4,21,1
639,0,0,Match,-0.39186609,0.416965137,"R2,R22,R56,R76,R105,R137,R179,R187,R216,R247",1,12,2,1493,2,2,4,3,34,1
640,1,1,Match,0.600547265,0.097159249,"R13,R36,R70,R97,R113,R153,R177,R204,R228,R238",2,42,0,4370,2,4,3,2,26,2
641,0,1,NonMatch,0.147430609,-0.409352469,"R20,R27,R59,R78,R112,R147,R179,R191,R228,R250",2,18,2,750,2,1,4,1,27,2
642,0,0,Match,0.143188258,-0.246572051,"R20,R27,R70,R82,R110,R147,R181,R191,R228,R250",3,15,2,1308,2,5,4,4,38,1
643,0,1,NonMatch,-0.65415189,0.188725932,"R3,R22,R57,R77,R129,R138,R175,R202,R217,R244",1,15,2,4623,3,3,3,2,40,2
644,0,0,Match,-0.119350346,0.476092293,"R2,R25,R65,R82,R105,R135,R179,R187,R217,R239",1,24,1,1851,2,4,4,2,33,1
645,0,0,Match,0.147540839,-0.139950763,"R17,R27,R70,R82,R112,R147,R179,R191,R228,R241",2,18,1,1880,2,4,4,1,32,1
646,1,1,Match,0.582498696,0.44364124,"R4,R30,R57,R98,R122,R132,R179,R197,R208,R238",1,36,0,7980,1,2,4,4,27,2
647,0,0,Match,0.677330639,-0.118030141,"R20,R43,R52,R85,R113,R148,R177,R205,R228,R252",2,30,4,4583,2,3,2,2,32,1
648,0,1,NonMatch,-0.448684034,0.423208231,"R2,R22,R51,R76,R107,R135,R175,R187,R217,R244",1,12,2,1386,4,3,2,2,26,2
649,0,1,NonMatch,0.198436488,-0.312103467,"R20,R27,R70,R80,R113,R147,R179,R191,R228,R250",4,24,2,947,2,4,4,3,38,2
650,0,1,NonMatch,0.097158672,-0.447062028,"R20,R27,R60,R78,R110,R147,R179,R191,R228,R250",2,12,2,684,2,3,4,4,40,2
651,1,0,NonMatch,0.61728391,0.057372267,"R20,R36,R71,R103,R121,R153,R179,R205,R228,R254",2,48,2,7476,2,4,4,1,50,1
652,0,1,NonMatch,0.097158672,-0.447062028,"R20,R27,R60,R78,R110,R147,R179,R191,R228,R250",3,12,2,1922,2,3,4,2,37,2
653,0,1,NonMatch,0.186001861,-0.22157805,"R20,R27,R70,R82,R113,R147,R181,R191,R228,R250",2,24,2,2303,2,5,4,1,45,2
654,0,1,NonMatch,0.674303447,0.155265932,"R15,R36,R75,R100,R123,R152,R177,R205,R228,R238",3,36,0,8086,3,5,2,4,42,2
655,0,0,Match,-0.073514127,0.485822559,"R2,R25,R65,R82,R105,R137,R179,R187,R217,R239",1,24,1,2346,2,4,4,3,35,1
656,0,0,Match,-0.178989175,-0.574042744,"R11,R27,R48,R78,R110,R147,R161,R204,R222,R250",2,14,2,3973,2,1,1,4,22,1
657,0,1,NonMatch,0.144849524,-0.309894959,"R20,R27,R70,R80,R110,R147,R181,R191,R228,R250",3,12,2,888,2,5,4,4,41,2
658,0,0,Match,-0.590896733,0.021656264,"R4,R33,R65,R102,R126,R139,R179,R199,R210,R247",1,48,2,10222,1,4,4,3,37,1
659,0,0,Match,0.678917729,-0.11206311,"R20,R43,R52,R89,R113,R148,R177,R205,R228,R252",3,30,4,4221,2,3,2,1,28,1
660,0,0,Match,0.356710934,-0.065542735,"R16,R27,R70,R82,R119,R147,R177,R205,R228,R241",3,18,1,6361,2,5,2,1,41,1
661,0,0,Match,-0.07521709,-0.574908976,"R10,R27,R60,R78,R110,R147,R161,R191,R222,R250",4,12,2,1297,2,3,3,4,23,1
662,0,1,NonMatch,-0.051723634,-0.568346941,"R9,R27,R60,R78,R110,R147,R161,R191,R214,R250",2,12,2,900,1,3,4,2,23,2
663,0,0,Match,-0.11350344,0.522481792,"R2,R25,R65,R82,R105,R135,R181,R187,R217,R244",1,21,2,2241,2,5,4,2,50,1
664,0,0,Match,-0.558189203,-0.499222329,"R17,R26,R59,R78,R110,R142,R172,R190,R226,R230",3,6,0,1050,2,1,4,1,35,1
665,0,0,Match,-0.464325391,-0.488410428,"R16,R26,R51,R78,R110,R142,R174,R191,R226,R231",4,6,1,1047,2,3,2,4,50,1
666,0,0,Match,-0.672601744,0.064663034,"R3,R23,R57,R77,R122,R138,R179,R200,R216,R239",1,24,1,6314,2,1,4,2,27,1
667,0,0,Match,0.78030669,-0.048314102,"R21,R46,R62,R89,R115,R150,R180,R195,R228,R252",3,30,3,3496,5,3,4,2,34,1
668,0,0,Match,0.404828569,0.650789081,"R6,R38,R52,R97,R104,R135,R175,R188,R220,R244",1,48,3,3609,2,3,1,1,27,1
669,0,1,NonMatch,0.333505401,-0.020397369,"R18,R27,R70,R82,R123,R147,R177,R205,R228,R234",2,12,1,4843,2,5,3,4,43,2
670,0,0,Match,0.165625346,-0.11586067,"R18,R27,R70,R82,R113,R147,R181,R191,R228,R241",4,30,1,3017,2,5,4,4,47,1
671,0,0,Match,-0.347638429,0.666373494,"R2,R23,R57,R77,R108,R138,R175,R200,R217,R240",1,24,1,4139,3,3,3,3,27,1
672,0,0,Match,0.461325773,0.554196347,"R4,R32,R65,R95,R129,R139,R175,R200,R220,R244",1,36,2,5742,3,4,2,2,31,1
673,0,0,Match,0.456140948,0.587714896,"R5,R33,R65,R100,R129,R139,R175,R203,R221,R247",1,60,2,10366,2,5,2,4,42,1
674,0,0,Match,-0.49160357,0.461924715,"R2,R22,R50,R76,R107,R135,R160,R187,R217,R230",1,6,1,2080,4,3,1,2,24,1
675,0,1,NonMatch,0.224101554,0.665641224,"R2,R23,R57,R77,R106,R131,R179,R184,R216,R237",1,21,0,2580,4,2,4,2,41,2
676,0,0,Match,0.103697651,0.475868927,"R2,R25,R65,R82,R108,R139,R179,R200,R217,R239",1,30,1,4530,2,4,4,4,26,1
677,0,0,Match,0.230162737,0.527156926,"R3,R25,R65,R82,R123,R139,R181,R200,R217,R239",1,24,1,5150,2,5,4,4,33,1
678,1,1,Match,0.662078058,0.2901595,"R13,R36,R50,R96,R128,R152,R162,R204,R223,R250",3,72,2,5595,3,3,2,2,24,2
679,0,0,Match,0.095708995,-0.195985516,"R20,R27,R70,R82,R113,R147,R181,R191,R229,R250",2,24,2,2384,2,5,4,4,64,1
680,0,0,Match,-0.453894375,0.530095168,"R2,R22,R56,R77,R105,R135,R175,R187,R216,R243",1,18,2,1453,2,2,3,1,26,1
681,0,0,Match,-0.575701655,0.341646272,"R2,R22,R51,R76,R104,R135,R168,R187,R216,R243",1,6,2,1538,2,2,1,2,56,1
682,0,0,Match,-0.31856736,0.386138518,"R2,R22,R57,R76,R105,R137,R179,R187,R210,R247",1,12,2,2279,1,3,4,4,37,1
683,0,0,Match,-0.396441217,0.282158644,"R2,R22,R56,R77,R105,R130,R179,R183,R217,R232",1,15,0,1478,2,3,4,3,33,1
684,0,0,Match,0.401883363,0.617189487,"R3,R23,R57,R77,R122,R138,R175,R202,R216,R239",1,24,1,5103,2,2,3,3,47,1
685,0,0,Match,0.674303447,0.155265932,"R15,R36,R75,R100,R123,R152,R177,R205,R228,R238",3,36,0,9857,3,4,1,3,31,1
686,0,0,Match,0.519971175,0.465874892,"R4,R33,R58,R97,R126,R138,R179,R197,R209,R247",1,60,2,6527,1,3,4,4,34,1
687,0,0,Match,-0.485831147,-0.282175335,"R17,R26,R69,R82,R110,R144,R174,R191,R212,R230",4,10,1,1347,1,4,4,2,27,1
688,0,0,Match,0.623379839,0.224278271,"R17,R36,R75,R92,R115,R153,R181,R190,R228,R237",3,36,0,2862,3,5,4,3,30,1
689,0,0,Match,-0.067513284,0.574408816,"R2,R25,R65,R82,R105,R137,R169,R187,R217,R247",1,9,2,2753,3,5,3,4,35,1
690,0,0,Match,0.581095788,-0.386278002,"R21,R28,R51,R79,R115,R150,R177,R192,R228,R250",2,12,2,3651,5,3,1,3,31,1
691,0,0,Match,-0.222590879,-0.524752545,"R8,R27,R50,R78,R110,R147,R164,R191,R222,R232",2,15,1,975,2,3,2,3,25,1
692,0,0,Match,-0.015946318,-0.672909822,"R11,R27,R60,R78,R115,R149,R167,R191,R222,R250",3,15,2,2631,3,3,3,2,25,1
693,0,0,Match,0.272159656,-0.448495913,"R20,R27,R51,R78,R115,R149,R177,R191,R228,R250",3,24,2,2896,3,2,2,1,29,1
694,0,0,Match,-0.648228687,-0.356490978,"R16,R26,R51,R78,R122,R141,R171,R197,R212,R231",2,6,1,4716,1,2,1,3,44,1
695,0,0,Match,-0.134222683,0.479711901,"R2,R25,R65,R82,R105,R135,R179,R187,R217,R244",1,24,2,2284,2,4,4,2,28,1
696,0,0,Match,-0.461541166,0.378603129,"R2,R22,R51,R76,R107,R137,R168,R187,R217,R247",1,6,2,1236,4,3,2,4,50,1
697,0,0,Match,0.13455503,-0.329036098,"R20,R27,R70,R80,R110,R147,R179,R191,R228,R250",3,12,2,1103,2,4,4,3,29,1
698,0,0,Match,-0.634186996,0.318208822,"R2,R22,R48,R76,R104,R135,R175,R186,R216,R230",1,12,1,926,2,1,1,2,38,1
699,0,0,Match,-0.368619101,0.544121695,"R2,R22,R57,R77,R105,R135,R160,R187,R217,R239",1,18,1,1800,2,3,4,2,24,1
700,0,0,Match,0.143188258,-0.246572051,"R20,R27,R70,R82,R110,R147,R181,R191,R228,R250",4,15,2,1905,2,5,4,4,40,1
701,0,1,NonMatch,-0.44078861,0.29936748,"R2,R22,R56,R76,R107,R136,R179,R186,R217,R247",1,12,2,1123,4,3,4,4,29,2
702,1,1,Match,0.594677926,0.223834473,"R18,R36,R72,R97,R123,R154,R181,R205,R228,R242",2,48,1,6331,2,5,4,4,46,2
703,0,0,Match,0.284553311,-0.198276744,"R20,R27,R74,R82,R115,R149,R181,R191,R228,R250",4,24,2,1377,3,5,4,2,47,1
704,0,0,Match,0.361234353,0.135029681,"R18,R27,R74,R82,R115,R149,R181,R190,R228,R237",3,30,0,2503,3,5,4,2,41,1
705,0,0,Match,0.140319938,-0.438928274,"R20,R27,R60,R78,R113,R147,R179,R191,R228,R250",3,27,2,2528,2,2,4,1,32,1
706,0,0,Match,0.206521368,0.551157846,"R3,R25,R65,R82,R129,R139,R175,R200,R217,R247",1,15,2,5324,4,5,1,4,35,1
707,1,1,Match,-0.758579811,-0.214559095,"R13,R36,R74,R96,R128,R153,R162,R204,R223,R255",3,48,2,6560,3,4,3,2,24,2
708,1,1,Match,0.667226593,-0.4479399,"R11,R42,R60,R87,R110,R148,R163,R195,R224,R251",3,12,4,2969,2,2,4,3,25,2
709,0,0,Match,-0.432374357,-0.561048844,"R10,R26,R69,R81,R110,R144,R163,R191,R225,R250",3,9,2,1206,2,5,4,4,25,1
710,0,0,Match,0.119906597,-0.596206034,"R20,R26,R51,R78,R110,R142,R173,R191,R228,R250",3,9,2,2118,2,3,2,2,37,1
711,0,0,Match,0.068657646,0.675774486,"R2,R25,R65,R80,R107,R136,R181,R186,R217,R240",1,18,1,629,4,5,4,3,32,1
712,0,1,NonMatch,0.74072498,-0.202520525,"R20,R39,R69,R84,R110,R144,R169,R195,R226,R252",2,6,3,1198,2,5,4,4,35,2
713,0,0,Match,0.014645029,0.560531045,"R2,R25,R65,R82,R105,R137,R181,R187,R210,R247",1,21,2,2476,1,5,4,4,46,1
714,0,0,Match,-0.38253617,-0.593359745,"R8,R26,R60,R78,R110,R141,R163,R191,R225,R232",2,9,1,1138,2,3,4,4,25,1
715,1,1,Match,0.607673843,0.050066935,"R20,R36,R71,R103,R129,R153,R179,R205,R228,R255",3,60,2,14027,2,4,4,2,27,2
716,0,0,Match,0.290557816,0.57493473,"R3,R25,R65,R82,R124,R140,R175,R197,R210,R239",1,30,1,7596,1,5,1,4,63,1
717,0,0,Match,-0.104481145,0.55979915,"R2,R25,R65,R82,R105,R135,R175,R187,R210,R239",1,30,1,3077,1,5,3,2,40,1
718,0,0,Match,-0.351613605,0.463097724,"R2,R22,R56,R77,R105,R135,R179,R187,R217,R244",1,18,2,1505,2,3,4,2,32,1
719,0,0,Match,0.112164641,-0.620254345,"R17,R27,R60,R78,R113,R147,R177,R191,R212,R241",4,24,1,3148,1,3,3,2,31,1
720,0,0,Match,0.685589973,-0.057368518,"R20,R47,R75,R89,R129,R149,R177,R205,R228,R252",3,20,4,6148,3,5,3,4,31,1
721,1,1,Match,-0.37180262,-0.293778659,"R20,R42,R60,R88,R110,R143,R174,R195,R228,R251",4,9,4,1337,2,2,4,2,34,2
722,1,1,Match,-0.679859504,-0.403892133,"R10,R44,R60,R87,R114,R142,R161,R195,R224,R251",3,6,3,433,5,2,4,2,24,2
723,0,1,NonMatch,-0.05639398,-0.578169125,"R9,R27,R60,R78,R110,R147,R161,R191,R225,R250",2,12,2,1228,2,3,4,2,24,2
724,0,0,Match,-0.034803566,-0.775045205,"R21,R28,R60,R79,R116,R142,R173,R191,R229,R250",3,9,2,790,4,3,4,3,66,1
725,0,1,NonMatch,-0.323852726,0.599852381,"R2,R23,R57,R77,R105,R136,R160,R187,R217,R247",1,27,2,2570,2,3,3,3,21,2
726,0,0,Match,-0.53043336,0.301978644,"R2,R22,R51,R76,R107,R135,R168,R186,R217,R230",1,6,1,250,5,3,2,2,41,1
727,0,0,Match,-0.425848612,0.380130745,"R2,R22,R51,R77,R107,R135,R175,R187,R217,R230",1,15,1,1316,4,3,2,2,47,1
728,0,1,NonMatch,0.000595704,-0.612304722,"R11,R27,R60,R78,R112,R147,R166,R191,R225,R250",2,18,2,1882,2,3,4,4,25,2
729,1,1,Match,0.715377333,0.025820877,"R20,R39,R71,R97,R129,R153,R182,R205,R228,R256",3,48,3,6416,2,5,4,3,59,2
730,0,0,Match,0.543469987,-0.403790458,"R16,R28,R51,R79,R115,R150,R177,R191,R228,R241",4,24,1,1275,5,3,2,4,36,1
731,0,0,Match,0.415232228,-0.377232727,"R15,R27,R51,R78,R122,R147,R177,R205,R228,R238",3,24,0,6403,2,2,1,2,33,1
732,0,1,NonMatch,-0.109866132,-0.530562971,"R11,R27,R50,R78,R113,R147,R161,R191,R222,R250",2,24,2,1987,2,3,2,4,21,2
733,0,0,Match,-0.385820314,-0.453489916,"R20,R26,R69,R80,R110,R144,R173,R191,R226,R250",3,8,2,760,2,4,4,2,44,1
734,0,0,Match,-0.322387278,0.352516942,"R2,R23,R51,R77,R107,R136,R175,R187,R217,R247",1,24,2,2603,5,3,2,4,28,1
735,0,0,Match,-0.206320126,0.558923014,"R2,R25,R64,R82,R104,R135,R169,R187,R217,R230",1,4,1,3380,2,4,1,1,37,1
736,0,0,Match,-0.568271594,-0.194705494,"R20,R39,R61,R95,R113,R153,R177,R197,R215,R251",3,36,3,3990,1,2,3,2,29,1
737,1,1,Match,-0.314631813,-0.557741613,"R14,R27,R50,R78,R128,R147,R161,R204,R222,R255",3,24,2,11560,2,3,1,4,23,2
738,0,0,Match,0.367174663,-0.435752978,"R20,R27,R60,R78,R115,R149,R177,R205,R228,R250",2,18,2,4380,3,3,3,4,35,1
739,0,0,Match,0.254421465,0.571602101,"R3,R25,R65,R82,R123,R139,R171,R202,R217,R231",1,6,1,6761,2,4,1,3,45,1
740,0,1,NonMatch,0.627931834,0.190643787,"R14,R47,R62,R87,R115,R149,R179,R204,R228,R252",3,30,4,4280,3,3,4,4,26,2
741,0,0,Match,0.695980665,-0.173401681,"R20,R47,R75,R85,R115,R149,R177,R195,R228,R252",2,24,3,2325,3,4,2,3,32,1
742,0,0,Match,0.552150591,-0.591305914,"R10,R39,R60,R87,R110,R142,R161,R194,R225,R252",3,10,3,1048,2,3,4,4,23,1
743,0,0,Match,0.014645029,0.560531045,"R2,R25,R65,R82,R105,R137,R181,R187,R210,R247",1,21,2,3160,1,5,4,3,41,1
744,0,0,Match,0.757481493,-0.294090656,"R12,R47,R60,R85,R115,R150,R161,R194,R225,R252",2,24,3,2483,4,3,4,4,22,1
745,0,0,Match,0.577978382,0.344126501,"R17,R35,R70,R102,R123,R154,R179,R199,R212,R242",2,39,1,14179,1,4,4,4,30,1
746,0,0,Match,0.135891696,-0.524055773,"R17,R27,R60,R78,R110,R147,R177,R191,R228,R230",2,13,1,1797,2,2,3,1,28,1
747,0,0,Match,-0.115565891,-0.554242923,"R11,R27,R48,R78,R110,R147,R161,R191,R222,R250",2,15,2,2511,2,1,1,4,23,1
748,0,1,NonMatch,0.141445554,-0.468450455,"R20,R27,R60,R78,R110,R147,R177,R191,R228,R250",2,12,2,1274,2,2,3,1,37,2
749,0,0,Match,0.405924553,0.513078483,"R3,R23,R51,R77,R126,R138,R175,R197,R209,R247",1,21,2,5248,1,3,1,3,26,1
750,0,0,Match,-0.159379467,0.567933561,"R2,R25,R65,R82,R104,R135,R175,R187,R217,R244",1,15,2,3029,2,4,2,2,33,1
751,0,0,Match,-0.355409112,-0.642809763,"R20,R26,R69,R80,R110,R144,R169,R191,R226,R249",2,6,2,428,2,5,2,1,49,1
752,0,1,NonMatch,-0.118456648,-0.564346439,"R9,R27,R50,R78,R112,R147,R161,R191,R222,R250",2,18,2,976,2,2,1,2,23,2
753,0,0,Match,-0.258526644,-0.590829884,"R10,R27,R75,R80,R114,R149,R161,R191,R222,R250",3,12,2,841,3,4,2,4,23,1
754,0,0,Match,0.24150036,0.554783847,"R3,R25,R65,R82,R123,R139,R167,R200,R217,R239",1,30,1,5771,2,4,4,2,25,1
755,0,1,NonMatch,0.180131377,0.467813493,"R2,R24,R67,R82,R106,R130,R181,R185,R217,R234",1,12,0,1555,5,5,4,4,55,2
756,0,1,NonMatch,0.080033897,-0.22756534,"R20,R27,R70,R82,R113,R147,R179,R191,R214,R250",2,24,2,1285,1,4,4,4,32,2
757,0,0,Match,-0.514286744,-0.439042807,"R16,R26,R51,R78,R111,R142,R174,R191,R227,R230",4,6,1,1299,2,3,1,1,74,1
758,0,1,NonMatch,-0.087343114,-0.481831714,"R18,R27,R60,R78,R110,R147,R177,R191,R212,R232",4,15,1,1271,1,3,3,4,39,2
759,0,0,Match,-0.409044273,0.364120102,"R2,R23,R51,R77,R104,R135,R175,R187,R217,R244",1,24,2,1393,2,3,2,2,31,1
760,0,1,NonMatch,0.048681752,-0.226574826,"R17,R27,R70,R80,R110,R147,R181,R191,R228,R233",2,12,1,691,2,5,4,3,35,2
761,0,0,Match,0.300247101,0.572035584,"R3,R25,R65,R82,R124,R140,R175,R197,R210,R234",1,15,1,5045,1,5,1,4,59,1
762,0,1,NonMatch,-0.066175011,-0.631968429,"R11,R27,R60,R78,R112,R147,R161,R191,R225,R241",2,18,1,2124,2,3,4,4,24,2
763,0,0,Match,-0.061631155,-0.565543817,"R11,R27,R60,R78,R110,R147,R161,R191,R225,R250",2,12,2,2214,2,3,4,3,24,1
764,0,1,NonMatch,0.316024026,0.520792823,"R3,R25,R65,R82,R123,R139,R181,R199,R209,R239",1,21,1,12680,1,5,4,4,30,2
765,0,0,Match,-0.084177849,0.469124004,"R2,R25,R65,R82,R105,R136,R179,R187,R217,R240",1,24,1,2463,3,4,4,3,27,1
766,0,0,Match,0.19891588,-0.343743744,"R20,R27,R70,R80,R110,R147,R177,R191,R228,R250",3,12,2,1155,2,5,3,3,40,1
767,0,1,NonMatch,0.194638018,-0.406303486,"R20,R27,R51,R78,R113,R147,R177,R191,R228,R250",2,30,2,3108,2,2,2,4,31,2
768,0,0,Match,-0.577293905,0.316782601,"R2,R22,R51,R76,R104,R136,R168,R187,R207,R247",1,10,2,2901,1,2,1,4,31,1
769,0,0,Match,0.262119836,-0.094672665,"R16,R27,R70,R82,R110,R147,R177,R192,R228,R233",3,12,1,3617,2,5,1,4,28,1
770,0,0,Match,-0.073054562,0.59521876,"R2,R25,R65,R82,R104,R137,R175,R187,R217,R234",1,12,1,1655,2,5,2,4,63,1
771,0,0,Match,0.045027651,-0.237051464,"R11,R27,R70,R82,R113,R147,R177,R191,R214,R250",2,24,2,2812,1,5,2,4,26,1
772,1,1,Match,0.677780206,0.391796207,"R13,R36,R61,R103,R123,R153,R167,R204,R223,R242",2,36,1,8065,2,3,3,2,25,2
773,0,0,Match,-0.085481195,0.587320484,"R2,R25,R65,R82,R104,R137,R175,R187,R217,R239",1,21,1,3275,2,5,1,4,36,1
774,0,0,Match,-0.03618208,0.546439712,"R2,R25,R65,R82,R105,R137,R181,R187,R217,R240",1,24,1,2223,3,5,4,4,52,1
775,0,0,Match,-0.635725187,-0.391366816,"R16,R28,R49,R79,R117,R150,R178,R191,R229,R232",4,12,1,1480,4,1,2,4,66,1
776,1,1,Match,0.029047686,-0.59863708,"R9,R27,R60,R78,R113,R147,R165,R191,R214,R250",2,24,2,1371,1,3,4,4,25,2
777,0,0,Match,0.347232594,0.538195718,"R4,R33,R65,R95,R105,R137,R179,R189,R220,R239",1,36,1,3535,2,4,4,4,37,1
778,0,0,Match,-0.08638067,-0.170544077,"R11,R27,R70,R82,R112,R147,R167,R192,R225,R250",2,18,2,3509,2,4,4,1,25,1
779,0,0,Match,0.568836587,0.503924383,"R4,R33,R68,R95,R123,R139,R181,R202,R220,R240",1,36,1,5711,5,5,4,2,38,1
780,0,0,Match,0.177225162,-0.634760629,"R20,R27,R48,R78,R112,R147,R178,R192,R229,R250",3,18,2,3872,2,1,2,4,67,1
781,1,1,Match,0.662419065,0.348655159,"R13,R36,R70,R96,R123,R152,R167,R204,R223,R242",3,39,1,4933,2,4,2,2,25,2
782,0,0,Match,-0.00268997,0.53009895,"R2,R25,R68,R82,R107,R137,R181,R187,R217,R240",1,24,1,1940,5,5,4,4,60,1
783,0,0,Match,0.666000444,-0.211550432,"R20,R42,R52,R89,R110,R148,R177,R195,R228,R252",3,12,4,1410,2,3,2,2,31,1
784,0,1,NonMatch,-0.06335223,-0.677142224,"R10,R27,R60,R78,R114,R149,R161,R191,R224,R250",3,12,2,836,3,2,4,2,23,2
785,1,0,NonMatch,-0.314517385,-0.643210137,"R19,R27,R48,R78,R127,R147,R178,R196,R214,R256",3,20,2,6468,1,1,1,4,60,1
786,0,0,Match,0.423626811,-0.565377931,"R21,R28,R60,R79,R115,R150,R180,R191,R228,R250",3,18,2,1941,5,3,4,2,35,1
787,0,0,Match,-0.06021314,0.599513527,"R2,R25,R65,R82,R107,R137,R175,R187,R217,R247",1,22,2,2675,4,5,3,4,40,1
788,0,0,Match,-0.495406335,0.116035967,"R4,R33,R65,R91,R105,R137,R181,R189,R210,R239",1,48,1,2751,1,5,4,3,38,1
789,1,1,Match,0.606740325,0.217321314,"R18,R36,R72,R97,R124,R154,R181,R205,R228,R238",3,48,0,6224,2,5,4,4,50,2
790,1,1,Match,0.595395796,0.180844763,"R17,R36,R62,R97,R123,R153,R179,R205,R228,R242",2,40,1,5998,2,3,4,3,27,2
791,0,1,NonMatch,0.259414526,-0.341301525,"R20,R27,R70,R81,R112,R147,R177,R191,R228,R250",3,21,2,1188,2,5,2,4,39,2
792,0,0,Match,0.275430316,0.576909095,"R3,R25,R65,R82,R126,R139,R175,R197,R210,R247",1,24,2,6313,1,5,3,4,41,1
793,0,0,Match,-0.557194702,0.329785075,"R2,R22,R51,R76,R104,R135,R168,R187,R209,R230",1,6,1,1221,1,3,1,2,27,1
794,0,0,Match,0.19330003,-0.254746987,"R20,R27,R70,R82,R113,R147,R178,R191,R228,R250",4,24,2,2892,2,5,3,4,51,1
795,0,0,Match,-0.02091778,0.572813832,"R2,R25,R65,R82,R107,R136,R181,R187,R217,R247",1,24,2,3062,4,5,4,3,32,1
796,0,0,Match,-0.601998578,0.373367954,"R2,R22,R50,R76,R104,R136,R160,R187,R216,R247",1,9,2,2301,3,2,2,4,22,1
797,0,1,NonMatch,0.006625105,0.008326843,"R19,R27,R70,R82,R126,R147,R178,R197,R214,R256",2,18,2,7511,1,5,1,4,51,2
798,0,0,Match,-0.62341352,0.346438627,"R2,R22,R50,R76,R104,R136,R160,R187,R216,R232",1,12,1,1258,2,2,2,4,22,1
799,0,0,Match,0.174192918,0.675618963,"R2,R24,R65,R80,R105,R130,R181,R183,R210,R236",1,24,0,717,1,5,4,4,54,1
800,0,0,Match,-0.171559759,-0.646418536,"R20,R26,R60,R78,R110,R142,R172,R191,R213,R250",3,9,2,1549,1,2,4,2,35,1
801,0,0,Match,-0.043241987,0.536956247,"R2,R25,R65,R82,R105,R137,R181,R187,R217,R239",1,24,1,1597,2,5,4,4,54,1
802,0,0,Match,0.153147348,-0.142801425,"R18,R27,R70,R82,R112,R147,R178,R191,R228,R241",3,18,1,1795,2,5,3,4,48,1
803,0,0,Match,-0.13207001,-0.11145859,"R14,R27,R70,R82,R112,R147,R161,R204,R222,R241",2,20,1,4272,2,5,1,4,24,1
804,0,0,Match,0.09816531,0.658321594,"R2,R25,R65,R80,R105,R137,R181,R186,R210,R233",1,12,1,976,1,5,4,4,35,1
805,1,0,NonMatch,-0.33629231,-0.58015967,"R13,R27,R48,R78,R126,R147,R161,R196,R214,R255",3,12,2,7472,1,1,1,2,24,1
